"","Beebase","FBO_Module","FBO_DEG_Type","active_bias","sterile_bias","Entrez","D_melanogaster_Protein_ID","D_melanogaster_Gene_ID","accession","Gene_name"
"8834","GB49269","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XM_006571416.1"," PREDICTED: Apis mellifera PI-PLC X domain-containing protein 1-like (LOC101664702), transcript variant X1, mRNA"
"8835","GB49270","FBO  4",NA,NA,NA,NA,"FBpp0075195","FBgn0036560","NM_001278337.1"," Apis mellifera PI-PLC X domain-containing protein 1-like (LOC101664702), mRNA"
"8836","GB49271","FBO  8",NA,NA,NA,NA,"#N/A","#N/A","XM_001121652.3"," PREDICTED: Apis mellifera microsomal gluathione S-transferase 2 (GST-mic2), mRNA"
"8837","GB49272","FBO  1",NA,NA,NA,NA,NA,NA,NA,NA
"8838","GB49273","FBO  1",NA,NA,NA,"408645","#N/A","#N/A","XM_006571432.1"," PREDICTED: Apis mellifera glutamate receptor, ionotropic, kainate 2 (GRIK2), transcript variant X1, mRNA"
"8839","GB49274","FBO  2",NA,NA,NA,NA,"#N/A","#N/A","XM_006571432.1"," PREDICTED: Apis mellifera glutamate receptor, ionotropic, kainate 2 (GRIK2), transcript variant X1, mRNA"
"8840","GB49275","FBO  6","Sterile",NA,NA,NA,"FBpp0083391","FBgn0038837","XM_006571428.1"," PREDICTED: Apis mellifera glutamate receptor ionotropic, kainate 2-like (LOC102653800), transcript variant X2, mRNA"
"8841","GB49276","FBO  11",NA,NA,NA,"725651","#N/A","#N/A","XM_001121473.3"," PREDICTED: Apis mellifera uncharacterized LOC725651 (LOC725651), mRNA"
"8842","GB49277","FBO  1",NA,NA,NA,NA,NA,NA,NA,NA
"8843","GB49278","FBO  16",NA,NA,NA,NA,NA,NA,NA,NA
"8844","GB49279","FBO  1",NA,NA,NA,NA,NA,NA,NA,NA
"8845","GB49280","FBO  7",NA,NA,NA,"408646","#N/A","#N/A","XM_006571418.1"," PREDICTED: Apis mellifera monocarboxylate transporter 8-like (LOC408646), transcript variant X1, mRNA"
"8846","GB49281","FBO  8",NA,NA,NA,"100576447","#N/A","#N/A","NM_001278338.1"," Apis mellifera DNA damage-regulated autophagy modulator protein 2-like (LOC100576447), mRNA"
"8847","GB49282","FBO  7",NA,NA,NA,"551941","FBpp0070359","FBgn0025624","XR_412195.1"," PREDICTED: Apis mellifera uncharacterized LOC551941 (LOC551941), misc_RNA"
"8848","GB49283","FBO  20",NA,NA,NA,NA,"#N/A","#N/A","XR_412195.1"," PREDICTED: Apis mellifera uncharacterized LOC551941 (LOC551941), misc_RNA"
"8849","GB49284","FBO  6",NA,NA,NA,"551894","FBpp0074720","FBgn0262516","XM_624280.4"," PREDICTED: Apis mellifera transient receptor potential mucolipin (TRPML), transcript variant 2, mRNA"
"8850","GB49285","FBO  4","Reproductive",NA,NA,"551868","FBpp0071249","FBgn0030114","XM_624254.3"," PREDICTED: Apis mellifera kelch-like 5 (Drosophila) (KLHL5), mRNA"
"8851","GB49286","FBO  2",NA,NA,NA,NA,NA,NA,NA,NA
"8852","GB49287","FBO  8",NA,NA,NA,NA,"#N/A","#N/A","XM_001121151.3"," PREDICTED: Apis mellifera uncharacterized LOC725283 (LOC725283), mRNA"
"8853","GB49289","FBO  7","Sterile",NA,NA,"551792","#N/A","#N/A","XM_006571452.1"," PREDICTED: Apis mellifera cytosolic carboxypeptidase 1-like (LOC551792), transcript variant X13, mRNA"
"8854","GB49290","FBO  7",NA,NA,NA,NA,"#N/A","#N/A","XM_006571447.1"," PREDICTED: Apis mellifera cytosolic carboxypeptidase 1-like (LOC551792), transcript variant X8, mRNA"
"8855","GB49291","FBO  8",NA,NA,NA,NA,"#N/A","#N/A","XM_006572634.1"," PREDICTED: Apis mellifera helix-loop-helix protein 1-like (LOC102653654), mRNA"
"8856","GB49292","FBO  4",NA,NA,NA,NA,NA,NA,NA,NA
"8857","GB49293","FBO  19",NA,NA,NA,NA,"#N/A","#N/A","XM_001122411.3"," PREDICTED: Apis mellifera organic cation transporter-like protein-like (LOC726688), mRNA"
"8858","GB49294","FBO  1",NA,NA,NA,NA,NA,NA,NA,NA
"8859","GB49295","FBO  7","Sterile",NA,NA,"551232","#N/A","#N/A","XM_006572676.1"," PREDICTED: Apis mellifera probable nuclear hormone receptor HR38-like (LOC551232), mRNA"
"8860","GB49296","FBO  2",NA,NA,NA,"552765","#N/A","#N/A","XM_006565268.1"," PREDICTED: Apis mellifera uncharacterized LOC552765 (LOC552765), mRNA"
"8861","GB49297","FBO  6",NA,NA,NA,"726433","FBpp0112919","FBgn0031414","XM_006565266.1"," PREDICTED: Apis mellifera protein eyes shut-like (LOC726433), transcript variant X1, mRNA"
"8862","GB49298","FBO  5",NA,NA,NA,"552742","FBpp0073563","FBgn0004456","XM_625117.4"," PREDICTED: Apis mellifera integrin alpha-PS1 (mew), transcript variant X2, mRNA"
"8863","GB49299","FBO  4","Reproductive",NA,NA,"409342","FBpp0071229","FBgn0030088","XM_392858.4"," PREDICTED: Apis mellifera ADP-ribosylation factor-related protein 1-like (LOC409342), mRNA"
"8864","GB49300","FBO  2","Reproductive",NA,NA,NA,NA,NA,NA,NA
"8865","GB49301","FBO  2","Reproductive",NA,NA,"412884","FBpp0071232","FBgn0030089","XM_006565279.1"," PREDICTED: Apis mellifera AP-1 complex subunit gamma-1-like (LOC412884), mRNA"
"8866","GB49302","FBO  4",NA,NA,NA,NA,"#N/A","#N/A","XM_006565258.1"," PREDICTED: Apis mellifera BTB/POZ domain-containing protein 3-like (LOC100578209), transcript variant X1, mRNA"
"8867","GB49303","FBO  4",NA,NA,NA,"100578209","FBpp0297318","FBgn0262871","XM_006565259.1"," PREDICTED: Apis mellifera BTB/POZ domain-containing protein 3-like (LOC100578209), transcript variant X2, mRNA"
"8868","GB49304","FBO  5",NA,NA,NA,"411508","FBpp0077326","FBgn0260639","XM_394981.5"," PREDICTED: Apis mellifera tubulin, gamma 1 (TUBG1), transcript variant 1, mRNA"
"8869","GB49305","FBO  5",NA,NA,NA,"552705","FBpp0078273","FBgn0037374","XM_625081.3"," PREDICTED: Apis mellifera jagunal (jagn), mRNA"
"8870","GB49306","FBO  5",NA,NA,NA,"552699","FBpp0084905","FBgn0020235","XM_006565257.1"," PREDICTED: Apis mellifera ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 (Atp5c1), transcript variant X1, mRNA"
"8871","GB49307","FBO  9",NA,NA,NA,"411510","FBpp0078633","FBgn0031657","XM_006565255.1"," PREDICTED: Apis mellifera DNA-directed RNA polymerases I and III subunit RPAC1-like (LOC411510), transcript variant X1, mRNA"
"8872","GB49308","FBO  3",NA,NA,NA,NA,"FBpp0291004","FBgn0085638","XM_006565256.1"," PREDICTED: Apis mellifera DNA-directed RNA polymerases I and III subunit RPAC1-like (LOC411510), transcript variant X2, mRNA"
"8873","GB49309","FBO  1",NA,NA,NA,"726065","#N/A","#N/A","XM_006565242.1"," PREDICTED: Apis mellifera uncharacterized LOC726065 (LOC726065), transcript variant X1, mRNA"
"8874","GB49311","FBO  16",NA,NA,NA,NA,"#N/A","#N/A","XM_006565241.1"," PREDICTED: Apis mellifera TD and POZ domain-containing protein 5-like (LOC100577913), transcript variant X3, mRNA"
"8875","GB49312","FBO  19",NA,NA,NA,"410042","FBpp0080950","FBgn0032889","XM_393528.4"," PREDICTED: Apis mellifera glyoxylate reductase/hydroxypyruvate reductase-like (LOC410042), mRNA"
"8876","GB49313","FBO  4",NA,NA,NA,"551325","FBpp0079771","FBgn0004363","XM_623722.3"," PREDICTED: Apis mellifera voltage-dependent anion-selective channel (porin), mRNA"
"8877","GB49314","FBO  2",NA,NA,NA,NA,"#N/A","#N/A","XM_006565231.1"," PREDICTED: Apis mellifera protein lin-54 homolog (LOC409483), transcript variant X1, mRNA"
"8878","GB49315","FBO  2",NA,NA,NA,"409483","FBpp0290602","FBgn0033846","XM_006565233.1"," PREDICTED: Apis mellifera protein lin-54 homolog (LOC409483), transcript variant X3, mRNA"
"8879","GB49316","FBO  2",NA,NA,NA,NA,NA,NA,NA,NA
"8880","GB49317","FBO  4",NA,NA,NA,NA,"#N/A","#N/A","XM_006572338.1"," PREDICTED: Apis mellifera elongation of very long chain fatty acids protein 6-like (LOC726467), mRNA"
"8881","GB49318","FBO  2","Reproductive",NA,NA,"551033","#N/A","#N/A","XM_623429.4"," PREDICTED: Apis mellifera poly(A)-specific ribonuclease PARN-like domain-containing protein 1-like (LOC551033), transcript variant X1, mRNA"
"8882","GB49320","FBO  7",NA,NA,"European","410371","FBpp0072121","FBgn0263006","XM_006565221.1"," PREDICTED: Apis mellifera calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type (LOC410371), transcript variant X4, mRNA"
"8883","GB49321","FBO  3",NA,NA,NA,"410167","#N/A","#N/A","XM_393651.5"," PREDICTED: Apis mellifera sorbitol dehydrogenase-like (LOC410167), mRNA"
"8884","GB49322","FBO  1","Sterile",NA,NA,"552711","FBpp0288570","FBgn0036235","XM_006565277.1"," PREDICTED: Apis mellifera anoctamin-4-like (LOC552711), mRNA"
"8885","GB49323","FBO  6",NA,NA,NA,"100578814","#N/A","#N/A","XM_006565208.1"," PREDICTED: Apis mellifera putative fatty acyl-CoA reductase CG5065-like (LOC100578814), transcript variant X3, mRNA"
"8886","GB49324","FBO  2","Reproductive",NA,NA,"552725","FBpp0087690","FBgn0033392","XM_625100.4"," PREDICTED: Apis mellifera n-acetylglucosamine-1-phosphotransferase subunits alpha/beta-like (LOC552725), transcript variant X2, mRNA"
"8887","GB49325","FBO  2","Reproductive",NA,NA,"412742","FBpp0086954","FBgn0011604","XM_006565203.1"," PREDICTED: Apis mellifera chromatin-remodeling complex ATPase chain Iswi (Iswi), mRNA"
"8888","GB49326","FBO  9",NA,NA,NA,"725187","#N/A","#N/A","NM_001242526.1"," Apis mellifera putative fatty acyl-CoA reductase CG8306-like (LOC725187), mRNA"
"8889","GB49327","FBO  5",NA,NA,NA,NA,"FBpp0083900","FBgn0039131","XM_006565275.1"," PREDICTED: Apis mellifera putative fatty acyl-CoA reductase CG5065-like (LOC552110), mRNA"
"8890","GB49328","FBO  4","Reproductive",NA,NA,"552110","FBpp0087533","FBgn0033464","XM_006565275.1"," PREDICTED: Apis mellifera putative fatty acyl-CoA reductase CG5065-like (LOC552110), mRNA"
"8891","GB49329","FBO  5",NA,NA,NA,"413297","FBpp0074442","FBgn0030996","XM_396742.4"," PREDICTED: Apis mellifera putative transmembrane protein 185B-like (LOC413297), transcript variant X2, mRNA"
"8892","GB49330","FBO  5",NA,NA,NA,"552178","FBpp0084083","FBgn0039234","XM_624556.4"," PREDICTED: Apis mellifera nicastrin (nct), transcript variant X2, mRNA"
"8893","GB49331","FBO  1",NA,NA,NA,"724772","FBpp0079596","FBgn0032235","XM_001120669.3"," PREDICTED: Apis mellifera slit homolog 3 protein-like (LOC724772), mRNA"
"8894","GB49332","FBO  1",NA,NA,NA,"724801","FBpp0088920","FBgn0000529","XM_001120703.3"," PREDICTED: Apis mellifera brain-specific homeobox protein homolog (LOC724801), mRNA"
"8895","GB49333","FBO  1",NA,NA,NA,NA,NA,NA,NA,NA
"8896","GB49334","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XM_006565177.1"," PREDICTED: Apis mellifera acetyl-CoA carboxylase-like (LOC552286), transcript variant X6, mRNA"
"8897","GB49335","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XM_006565179.1"," PREDICTED: Apis mellifera acetyl-CoA carboxylase-like (LOC552286), transcript variant X8, mRNA"
"8898","GB49336","FBO  8",NA,NA,NA,"552286","FBpp0111967","FBgn0033246","XM_624662.4"," PREDICTED: Apis mellifera acetyl-CoA carboxylase-like (LOC552286), transcript variant X2, mRNA"
"8899","GB49337","FBO  10",NA,NA,NA,"409168","FBpp0083860","FBgn0028691","XM_392692.5"," PREDICTED: Apis mellifera 26S proteasome non-ATPase regulatory subunit 13 (Rpn9), mRNA"
"8900","GB49338","FBO  5",NA,NA,NA,"727490","FBpp0081681","FBgn0037781","XM_006565274.1"," PREDICTED: Apis mellifera e3 ubiquitin-protein ligase FANCL-like (LOC727490), mRNA"
"8901","GB49339","FBO  5",NA,NA,NA,"727496","FBpp0293860","FBgn0050345","XM_006565171.1"," PREDICTED: Apis mellifera proton-coupled folate transporter-like (LOC727496), mRNA"
"8902","GB49340","FBO  5",NA,NA,NA,"727050","FBpp0083921","FBgn0026576","XM_001122763.3"," PREDICTED: Apis mellifera phosphatidylserine decarboxylase proenzyme-like (LOC727050), mRNA"
"8903","GB49341","FBO  6",NA,NA,NA,NA,"#N/A","#N/A","XM_006565169.1"," PREDICTED: Apis mellifera CB1 cannabinoid receptor-interacting protein 1-like (LOC102656473), mRNA"
"8904","GB49342","FBO  12",NA,NA,NA,"413840","FBpp0071516","FBgn0034611","XM_003250547.2"," PREDICTED: Apis mellifera sugar phosphate exchanger 2-like (LOC413840), transcript variant X1, mRNA"
"8905","GB49343","FBO  4",NA,NA,NA,"100578927","FBpp0088268","FBgn0002521","XM_003250549.2"," PREDICTED: Apis mellifera transcriptional repressor protein YY1-like (LOC100578927), transcript variant 2, mRNA"
"8906","GB49344","FBO  5",NA,NA,NA,"551608","FBpp0084549","FBgn0010441","XM_623999.4"," PREDICTED: Apis mellifera serine/threonine-protein kinase pelle (pelle), transcript variant X2, mRNA"
"8907","GB49345","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XM_006565163.1"," PREDICTED: Apis mellifera HEAT repeat-containing protein 5B-like (LOC412157), mRNA"
"8908","GB49346","FBO  10",NA,NA,NA,"412157","FBpp0081308","FBgn0037541","XM_006565163.1"," PREDICTED: Apis mellifera HEAT repeat-containing protein 5B-like (LOC412157), mRNA"
"8909","GB49347","FBO  3",NA,NA,NA,"411378","#N/A","#N/A","XM_394852.5"," PREDICTED: Apis mellifera prostaglandin reductase 1-like (LOC411378), mRNA"
"8910","GB49348","FBO  4",NA,NA,NA,"409041","FBpp0078897","FBgn0031818","XM_392569.4"," PREDICTED: Apis mellifera transmembrane protein 115-like (LOC409041), mRNA"
"8911","GB49349","FBO  5",NA,NA,NA,"552329","FBpp0073088","FBgn0035523","XM_624705.3"," PREDICTED: Apis mellifera CTL-like protein 1 (LOC552329), mRNA"
"8912","GB49350","FBO  5",NA,NA,NA,"412611","#N/A","#N/A","XM_396066.4"," PREDICTED: Apis mellifera prenylcysteine oxidase-like (LOC412611), mRNA"
"8913","GB49351","FBO  9",NA,NA,NA,"100578526","#N/A","#N/A","XM_003250545.2"," PREDICTED: Apis mellifera solute carrier family 35 member E2-like (LOC100578526), transcript variant X1, mRNA"
"8914","GB49352","FBO  9",NA,NA,NA,"724710","#N/A","#N/A","XM_001120601.3"," PREDICTED: Apis mellifera transmembrane protein 59-like (LOC724710), mRNA"
"8915","GB49353","FBO  12",NA,NA,NA,"413222","FBpp0086641","FBgn0010397","XM_396670.5"," PREDICTED: Apis mellifera lamin Dm0-like (LOC413222), transcript variant X2, mRNA"
"8916","GB49354","FBO  18","Reproductive",NA,NA,"100576227","#N/A","#N/A","XM_003250565.2"," PREDICTED: Apis mellifera uncharacterized LOC100576227 (LOC100576227), transcript variant X1, mRNA"
"8917","GB49355","FBO  2",NA,NA,NA,"100576266","#N/A","#N/A","XM_003250566.2"," PREDICTED: Apis mellifera uncharacterized LOC100576266 (LOC100576266), transcript variant X1, mRNA"
"8918","GB49356","FBO  4",NA,NA,NA,"412460","FBpp0085889","FBgn0000566","XM_006565155.1"," PREDICTED: Apis mellifera Eip55E ortholog (LOC412460), transcript variant X1, mRNA"
"8919","GB49357","FBO  5",NA,NA,NA,"724203","FBpp0073098","FBgn0035524","XM_001119973.2"," PREDICTED: Apis mellifera brix domain-containing protein 2 homolog (LOC724203), transcript variant X1, mRNA"
"8920","GB49358","FBO  2",NA,NA,NA,"552347","FBpp0080806","FBgn0032812","XM_006565273.1"," PREDICTED: Apis mellifera uncharacterized LOC552347 (LOC552347), mRNA"
"8921","GB49359","FBO  11",NA,NA,NA,NA,"#N/A","#N/A","XM_006565273.1"," PREDICTED: Apis mellifera uncharacterized LOC552347 (LOC552347), mRNA"
"8922","GB49360","FBO  2",NA,NA,NA,NA,"#N/A","#N/A","XM_006565159.1"," PREDICTED: Apis mellifera uncharacterized LOC100578502 (LOC100578502), transcript variant X2, mRNA"
"8923","GB49361","FBO  6",NA,NA,NA,"100578502","#N/A","#N/A","XM_006565159.1"," PREDICTED: Apis mellifera uncharacterized LOC100578502 (LOC100578502), transcript variant X2, mRNA"
"8924","GB49362","FBO  1","Sterile",NA,NA,NA,"FBpp0288576","FBgn0261723","XM_006565160.1"," PREDICTED: Apis mellifera uncharacterized LOC102655824 (LOC102655824), mRNA"
"8925","GB49363","FBO  2",NA,NA,NA,"412630","FBpp0082805","FBgn0027562","XM_396085.5"," PREDICTED: Apis mellifera scavenger receptor class B, type 5 (SCR-B5), transcript variant X3, mRNA"
"8926","GB49364","FBO  4",NA,NA,NA,"413842","FBpp0077792","FBgn0017457","XM_397281.5"," PREDICTED: Apis mellifera U2 small nuclear riboprotein auxiliary factor 38 (U2af38), mRNA"
"8927","GB49365","FBO  12",NA,NA,NA,"551695","FBpp0088783","FBgn0053198","XM_624083.4"," PREDICTED: Apis mellifera gamma-secretase subunit pen-2 (pen-2), transcript variant 1, mRNA"
"8928","GB49366","FBO  5",NA,NA,NA,"551753","FBpp0075718","FBgn0052104","XM_006565170.1"," PREDICTED: Apis mellifera RNA polymerase II-associated protein 1-like (LOC551753), mRNA"
"8929","GB49367","FBO  10",NA,NA,NA,NA,"#N/A","#N/A","XM_006565169.1"," PREDICTED: Apis mellifera CB1 cannabinoid receptor-interacting protein 1-like (LOC102656473), mRNA"
"8930","GB49368","FBO  4",NA,NA,NA,"412309","#N/A","#N/A","XM_395770.4"," PREDICTED: Apis mellifera rho-related GTP-binding protein RhoU-like (LOC412309), mRNA"
"8931","GB49369","FBO  5",NA,NA,NA,NA,"#N/A","#N/A","XM_003250550.2"," PREDICTED: Apis mellifera sepiapterin reductase-like (LOC551857), mRNA"
"8932","GB49370","FBO  5",NA,NA,NA,"551857","FBpp0071184","FBgn0014032","XM_003250550.2"," PREDICTED: Apis mellifera sepiapterin reductase-like (LOC551857), mRNA"
"8933","GB49371","FBO  4",NA,NA,NA,"100578628","FBpp0074465","FBgn0030995","XM_006565172.1"," PREDICTED: Apis mellifera NADH-cytochrome b5 reductase 2-like (LOC100578628), mRNA"
"8934","GB49372","FBO  5",NA,NA,NA,"411699","#N/A","#N/A","XM_006565173.1"," PREDICTED: Apis mellifera SID1 transmembrane family member 1-like (LOC411699), transcript variant X1, mRNA"
"8935","GB49373","FBO  13",NA,NA,NA,"552265","FBpp0080851","FBgn0032821","XM_624641.3"," PREDICTED: Apis mellifera uncharacterized LOC552265 (LOC552265), transcript variant X11, mRNA"
"8936","GB49375","FBO  14",NA,NA,NA,"724727","#N/A","#N/A","XM_006565195.1"," PREDICTED: Apis mellifera homeobox protein PKNOX2-like (LOC724727), transcript variant X3, mRNA"
"8937","GB49376","FBO  6",NA,NA,NA,"724642","#N/A","#N/A","XM_006565199.1"," PREDICTED: Apis mellifera f-box/LRR-repeat protein 21-like (LOC724642), transcript variant X4, mRNA"
"8938","GB49377","FBO  3",NA,NA,NA,"413296","FBpp0088242","FBgn0017545","XM_006565201.1"," PREDICTED: Apis mellifera ribosomal protein S3A (RpS3A), mRNA"
"8939","GB49378","FBO  2","Reproductive",NA,NA,NA,NA,NA,NA,NA
"8940","GB49379","FBO  2",NA,NA,NA,NA,"#N/A","#N/A","XM_006565149.1"," PREDICTED: Apis mellifera fatty acyl-CoA reductase 1 (FAR1), transcript variant X3, mRNA"
"8941","GB49380","FBO  2",NA,NA,NA,"551233","FBpp0086254","FBgn0034145","XM_006565149.1"," PREDICTED: Apis mellifera fatty acyl-CoA reductase 1 (FAR1), transcript variant X3, mRNA"
"8942","GB49381","FBO  6",NA,NA,NA,"411361","#N/A","#N/A","XM_006572501.1"," PREDICTED: Apis mellifera uncharacterized LOC102655613 (LOC102655613), mRNA"
"8943","GB49382","FBO  6",NA,NA,NA,NA,"#N/A","#N/A","XM_006565202.1"," PREDICTED: Apis mellifera uncharacterized LOC411361 (LOC411361), mRNA"
"8944","GB49383","FBO  4",NA,NA,NA,"100576619","FBpp0081302","FBgn0037556","XM_003250553.2"," PREDICTED: Apis mellifera CUE domain-containing protein 2-like (LOC100576619), mRNA"
"8945","GB49384","FBO  1","Sterile",NA,NA,"725157","#N/A","#N/A","XM_001121035.3"," PREDICTED: Apis mellifera uncharacterized LOC725157 (LOC725157), mRNA"
"8946","GB49385","FBO  1","Sterile",NA,NA,NA,"#N/A","#N/A","XM_006565206.1"," PREDICTED: Apis mellifera uncharacterized LOC102654968 (LOC102654968), mRNA"
"8947","GB49386","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XM_006565205.1"," PREDICTED: Apis mellifera uncharacterized LOC102654936 (LOC102654936), mRNA"
"8948","GB49387","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XM_006565276.1"," PREDICTED: Apis mellifera son of sevenless (Sos), mRNA"
"8949","GB49388","FBO  7",NA,NA,NA,"552718","FBpp0080118","FBgn0001965","XM_006565276.1"," PREDICTED: Apis mellifera son of sevenless (Sos), mRNA"
"8950","GB49389","FBO  9",NA,NA,NA,"414035","FBpp0087044","FBgn0010238","XM_397471.5"," PREDICTED: Apis mellifera lachesin-like (LOC414035), transcript variant X2, mRNA"
"8951","GB49390","FBO  1",NA,NA,NA,"552694","#N/A","#N/A","XM_625068.4"," PREDICTED: Apis mellifera protein tyrosine phosphatase-ERK/Enhancer of Ras1 (PTP-ER), transcript variant X5, mRNA"
"8952","GB49391","FBO  1",NA,NA,NA,"410166","FBpp0072165","FBgn0034985","XM_393650.5"," PREDICTED: Apis mellifera myelin gene regulatory factor-like (LOC410166), transcript variant X3, mRNA"
"8953","GB49392","FBO  5",NA,NA,NA,"410370","FBpp0070369","FBgn0023540","XM_393850.5"," PREDICTED: Apis mellifera actin-binding Rho-activating protein-like (LOC410370), transcript variant 2, mRNA"
"8954","GB49393","FBO  6",NA,NA,NA,NA,NA,NA,NA,NA
"8955","GB49394","FBO  6",NA,NA,NA,NA,"#N/A","#N/A","XM_006565278.1"," PREDICTED: Apis mellifera laccase-21-like (LOC725500), mRNA"
"8956","GB49395","FBO  2","Reproductive",NA,NA,NA,"#N/A","#N/A","XM_006565228.1"," PREDICTED: Apis mellifera uncharacterized LOC102655922 (LOC102655922), mRNA"
"8957","GB49396","FBO  2","Reproductive",NA,NA,"408381","#N/A","#N/A","XM_391929.4"," PREDICTED: Apis mellifera neurotransmitter transporter 4 (NT-4), transcript variant X2, mRNA"
"8958","GB49397","FBO  3",NA,NA,NA,"410373","FBpp0293292","FBgn0033250","XM_393853.5"," PREDICTED: Apis mellifera slit homolog 1 protein-like (LOC410373), transcript variant X6, mRNA"
"8959","GB49398","FBO  13",NA,NA,NA,"725656","#N/A","#N/A","XM_006565230.1"," PREDICTED: Apis mellifera uncharacterized LOC725656 (LOC725656), transcript variant X2, mRNA"
"8960","GB49399","FBO  4","Reproductive",NA,NA,"551284","FBpp0087935","FBgn0027054","XM_006565234.1"," PREDICTED: Apis mellifera COP9 complex homolog subunit 4 (CSN4), transcript variant X1, mRNA"
"8961","GB49400","FBO  6",NA,NA,NA,"412862","FBpp0293782","FBgn0262599","XM_396314.5"," PREDICTED: Apis mellifera protein msta, isoform B-like (LOC412862), transcript variant X3, mRNA"
